施設,タイムスタンプ,個人情報保護の方針について,全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）,石川県内での宿泊数をお答えください,石川県内での宿泊エリアをお答えください,石川県外での宿泊エリアをお答えください,今回はどなたと石川県を訪れていますか？,今回の石川県の訪問目的は何ですか？（複数選択可）,石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください,次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください,前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。,上記満足度の理由について、具体的に教えてください,今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）,"今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり）
※石川県外からの交通費、石川県内での交通費を含む。","今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり）
※飲食、買い物、体験・観光などの消費額合計
※宿泊費、交通費を除く",これまでに   当施設   には何度訪れたことがありますか。,今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）,"当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(前),"当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(後),当施設    における、消費総額をお答えください。（予定でも可/１人あたり）,当施設 における、商品・サービスの満足度をお答えください,上記満足度の理由につい具体的に教えてください。(サービス),当施設   における、施設全体の満足度をお答えください。,上記満足度の理由につい具体的に教えてください。(施設全体),当施設   において、不便を感じたり困ったことはありましたか。,上記不便を感じたり、困ったことについて具体的に教えてください,あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。,あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください,今後、再び石川県を訪れたいと思いますか,"あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。

(※必須項目です。無ければ「特になし」とご記入ください)",性別をお答えください,生まれた年をお答えください,お住いの都道府県をお答えください,"お住いの市区町村をお答えください
例：新宿区",世帯年収をお答えください,アンケートに回答しようと思った動機をお答えください,旅全体の総合満足度を教えてください。,"石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。
０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。",今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
能登食祭市場,2023/10/29 7:08:17,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,恋人,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, お祭りやイベントへの参加・見物, スポーツ観戦や芸術鑑賞（コンサート等）, まちあるき、都市散策, 各種体験（手作り、果物狩りなど）",在来線,"在来線, 路線バス",満足,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,"インターネット・アプリ, Instagram",選択なし/該当施設なし,お祭り会館,選択なし／該当施設なし,金沢城,"5,000円以上 10,000円未満",満足,,満足,,感じなかった,,8,,機会があれば行きたい,海の幸,男,1994,大阪府,大阪市,500万円以上 600万円未満,ひゃくまさんが好き,,,
能登食祭市場,2023/10/30 14:47:51,同意する,日帰り,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,富山県,夫婦2人,"名所、旧跡の観光, まちあるき、都市散策",自家用車,"自家用車, 在来線",満足,自由に出発時間が決められてお土産も積めるから,"30,000円以上 40,000円未満","5,000円以上 10,000円未満","30,000円以上 40,000円未満",11回目以上,観光展・物産展,輪島朝市,,道の駅のとじま,,"20,000円以上 30,000円未満",満足,食材が新鮮,満足,,感じなかった,,8,外での浜焼き,また行きたい（1年以内）,特に無し,男,1974,富山県,高岡市,"1,200万円以上 1,500万円未満",能登牛が当たる,,,浜焼きが良かった
能登食祭市場,2023/11/03 10:15:28,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,福井県,夫婦2人,お祭りやイベントへの参加・見物,自家用車,自家用車,,,使わない,使わない,"3,000円以上 5,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,選択なし／該当施設なし,,"1,000円以上 3,000円未満",満足,安い,満足,,感じなかった,,7,,また行きたい（1年以内）,特になし,男,1961,福井県,あわら市,200万円以上 300万円未満,能登牛が当たる,,,
能登食祭市場,2023/11/03 10:20:33,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,三重県,夫婦2人,"温泉や露天風呂, 地元の美味しいものを食べる, お祭りやイベントへの参加・見物, ドライブ・ツーリング",自家用車,自家用車,,,使わない,使わない,"5,000円以上 10,000円未満",初めて,インターネット・アプリ,千里浜なぎさドライブウェイ,,道の駅のとじま,,"5,000円以上 10,000円未満",満足,地元の食べ物がたくさんある,満足,少し狭い,感じなかった,,0,特になし,また行きたい（1年以内）,特になし,女,1961,福井県,あわら市,200万円以上 300万円未満,能登牛が当たる,,,
能登食祭市場,2023/11/03 11:33:03,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,自宅,中学生以下連れの家族,友人・親戚を訪ねる,自家用車,自家用車,どちらでもない,なし,"5,000円以上 10,000円未満","1,000円以上 3,000円未満","5,000円以上 10,000円未満",初めて,見かけたから,選択なし/該当施設なし,,選択なし／該当施設なし,,"5,000円以上 10,000円未満",満足,見るものがたくさんあった,満足,,感じなかった,,6,,機会があれば行きたい,なし,女,1979,石川県,金沢市,300万円以上 400万円未満,"能登牛が当たる, ひゃくまさんが好き",,,
能登食祭市場,2023/11/03 11:36:43,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,自宅,娘夫婦と,"ドライブ・ツーリング, 友人・親戚を訪ねる",自家用車,自家用車,満足,景色が良くて楽しい,使わない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,友人・知人,選択なし/該当施設なし,,選択なし／該当施設なし,,"5,000円以上 10,000円未満",満足,楽しい,満足,楽しい,感じなかった,,3,,機会があれば行きたい,なし,女,1958,石川県,金沢市,400万円以上 500万円未満,"能登牛が当たる, ひゃくまさんが好き",,,
能登食祭市場,2023/11/03 12:49:00,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,"地元の美味しいものを食べる, 名所、旧跡の観光, 買い物、アウトレット, お祭りやイベントへの参加・見物",自家用車,自家用車,,,"10,000円以上 20,000円未満",使わない,"5,000円以上 10,000円未満",6～10回目,"観光展・物産展, インターネット・アプリ, Instagram",輪島朝市,,道の駅のとじま,,"3,000円以上 5,000円未満",満足,安く買えたから,満足,食べれて楽しめたから,感じなかった,,9,今でも満足な買い物ができ楽しいです。,また行きたい（1年以内）,とくになし,女,1992,富山県,高岡市,200万円以上 300万円未満,能登牛が当たる,,,安く買えるから
能登食祭市場,2023/11/03 12:50:52,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,自宅,小学生以下連れの家族,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット, お祭りやイベントへの参加・見物",自家用車,自家用車,,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",2～5回目,"観光展・物産展, 友人・知人",道の駅のとじま,,のとじま水族館,,"5,000円以上 10,000円未満",とても満足,,とても満足,,感じなかった,,6,,また行きたい（1年以内）,特になし,女,1962,新潟県,小千谷市,200万円以上 300万円未満,"能登牛が当たる, ひゃくまさんが好き",,,
能登食祭市場,2023/11/04 12:15:56,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,親,"温泉や露天風呂, 地元の美味しいものを食べる, まちあるき、都市散策","新幹線, 在来線",路線バス,満足,巡回バスでスムーズに移動できた点,"100,000円以上","40,000円以上 50,000円未満","100,000円以上",初めて,インターネット・アプリ,選択なし/該当施設なし,,選択なし／該当施設なし,幸寿司,"100,000円以上",満足,海産物,満足,コンパクトになっている点,感じなかった,,9,,機会があれば行きたい,特になし,男,1976,東京都,東久留米市,800万円以上 900万円未満,"能登牛が当たる, 石川県のおすすめ観光スポットが見たい",,,
能登食祭市場,2023/11/04 13:02:14,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,恋人,宿でのんびり過ごす,自家用車,自家用車,,,使わない,使わない,"10,000円以上 20,000円未満",初めて,観光展・物産展,千里浜なぎさドライブウェイ,,千里浜なぎさドライブウェイ,,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,10,,石川県在住,うみ,女,1999,石川県,野々市市,100万円以上 200万円未満,"能登牛が当たる, ひゃくまさんが好き",,,
能登食祭市場,2023/11/05 10:26:01,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,自宅,夫婦と親,買い物、アウトレット,県外から訪れていない（石川県内在住）,自家用車,,,"1,000円以上 3,000円未満",使わない,"1,000円以上 3,000円未満",6～10回目,観光パンフレット・ポスター,選択なし/該当施設なし,,選択なし／該当施設なし,,"1,000円以上 3,000円未満",とても満足,海産物がおいしい,とても満足,わかりやすい配置,感じなかった,,10,カニ汁がおいしかったのでまたやってほしい,石川県在住,能登にも映画館がほしい,男,1992,石川県,七尾市,600万円以上 700万円未満,能登牛が当たる,,,石川のおいしいもの、お土産が買えるから
能登食祭市場,2023/11/05 10:49:34,同意する,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,友人,地元の美味しいものを食べる,"レンタカー, 在来線",レンタカー,,,"10,000円以上 20,000円未満","3,000円以上 5,000円未満","10,000円以上 20,000円未満",初めて,Instagram,選択なし/該当施設なし,,のとじま水族館,,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,10,,機会があれば行きたい,とくになし,女,2001,大阪府,大東市,400万円以上 500万円未満,,,,
能登食祭市場,2023/11/05 10:57:10,同意する,日帰り,4泊以上,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,友人,"地元の美味しいものを食べる, 名所、旧跡の観光, ドライブ・ツーリング",自家用車,自家用車,,,"10,000円以上 20,000円未満","3,000円以上 5,000円未満","5,000円以上 10,000円未満",6～10回目,"友人・知人,",千里浜なぎさドライブウェイ,,道の駅のとじま,,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じなかった,,10,,石川県在住,特になし,女,1997,石川県,金沢市,300万円以上 400万円未満,能登牛が当たる,,,
能登食祭市場,2023/11/05 10:58:18,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,友人,"温泉や露天風呂, 地元の美味しいものを食べる",自家用車,自家用車,とても満足,お魚、美味しい,"10,000円以上 20,000円未満","1,000円以上 3,000円未満","10,000円以上 20,000円未満",11回目以上,"観光展・物産展, 友人・知人",千里浜なぎさドライブウェイ,青の洞窟,選択なし／該当施設なし,,"10,000円以上 20,000円未満",とても満足,浜焼き,とても満足,,感じなかった,,10,,また行きたい（1年以内）,とくになし,女,1979,石川県,金沢市,200万円以上 300万円未満,能登牛が当たる,,,友達との観光
能登食祭市場,2023/11/05 12:24:27,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,友人,君は放課後インソムニアに関連する場所を訪れるため,新幹線,"レンタカー, 徒歩",とても満足,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",初めて,X(旧：Twitter),千里浜なぎさドライブウェイ,見附島、真脇遺跡、恋路海岸,千里浜なぎさドライブウェイ,,"5,000円以上 10,000円未満",とても満足,美味しかった,とても満足,価格と美味しさのバランスが良い,感じなかった,,10,,また行きたい（1年以内）,アニメとのタイアップ企画,男,1999,千葉県,千葉市,300万円以上 400万円未満,市場の方にもらった,,,車で能登を回れるところ
能登食祭市場,2023/11/05 12:31:34,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,友人,"温泉や露天風呂, 地元の美味しいものを食べる, 「君は放課後インソムニア」というアニメの聖地巡り",レンタカー,レンタカー,とても満足,道の舗装状況やカーナビの充実さが良かったため,"50,000円以上 100,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,友人・知人,千里浜なぎさドライブウェイ,白米千枚田　青の洞窟　恋路海岸　狼煙漁港,選択なし／該当施設なし,,"3,000円以上 5,000円未満",とても満足,買った食材をすぐ浜焼きできるし、セットでお得に食べることができた。念願ののどぐろを食べることができた。,とても満足,全体的に広く使いやすい,感じなかった,,10,,機会があれば行きたい,特になし,男,1997,東京都,羽村市,800万円以上 900万円未満,なんとなく,,,魚介を目の前で浜焼きで食べれる所
